Грузополучатель,Грузополучатель_адрес,reciever_lat,reciever_long
20001797,"[54.7065, 20.511]",54.7065,20.511
20001798,"[55.9691, 38.1461]",55.9691,38.1461
20001799,"[55.3353049, 61.3115019]",55.3353049,61.3115019
20001800,"[55.1284, 73.0947]",55.1284,73.0947
20001801,"[51.449, 57.0908]",51.449,57.0908
20001802,"[55.1544, 61.4297]",55.1544,61.4297
20001803,"[48.27, 46.17]",48.27,46.17
20001804,"[52.0296, 59.2254]",52.0296,59.2254
20001805,"[44.9297, 38.0408]",44.9297,38.0408
20001806,"[52.6186, 39.5689]",52.6186,39.5689
20001807,"[47.2214, 38.9094]",47.2214,38.9094
20001808,"[51.5, 46.1167]",51.5,46.1167
20001809,"[52.5833, 111.8333]",52.5833,111.8333
20001810,"[51.4057, 128.1216]",51.4057,128.1216
20001811,"[54.9914, 82.7175]",54.9914,82.7175
20001812,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001813,"[52.1883454, 45.5777746]",52.1883454,45.5777746
20001814,"[55.9979386, 40.3250518]",55.9979386,40.3250518
20001815,"[60.7563957, 70.0232487197147]",60.7563957,70.0232487197147
20001816,"[61.0106022, 71.48694749036719]",61.0106022,71.48694749036719
20001818,"[59.7513, 30.4766]",59.7513,30.4766
20001820,"[65.93383715, 80.27684522659814]",65.93383715,80.27684522659814
20001821,"[51.25574425, 37.634684899999996]",51.25574425,37.634684899999996
20001822,"[51.25574425, 37.634684899999996]",51.25574425,37.634684899999996
20001823,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20001829,"[53.2514, 40.2883]",53.2514,40.2883
20001833,"[59.9321, 30.1968]",59.9321,30.1968
20001834,"[59.885, 29.8958]",59.885,29.8958
20001839,"[45.6814, 38.1336]",45.6814,38.1336
20001843,"[59.8944, 30.2642]",59.8944,30.2642
20001848,"[61.868949400000005, 70.79755837885943]",61.868949400000005,70.79755837885943
20001849,"[56.6653209, 59.5431645]",56.6653209,59.5431645
20001850,"[61.343260349999994, 112.803010475]",61.343260349999994,112.803010475
20001851,"[69.1995184, 81.37737333466444]",69.1995184,81.37737333466444
20001852,"[57.3053062, 78.6671295]",57.3053062,78.6671295
20001858,"[59.8944, 30.2642]",59.8944,30.2642
20001859,"[56.3287, 44.002]",56.3287,44.002
20001860,"[55.752, 37.615]",55.752,37.615
20001861,"[54.3408, 73.2098]",54.3408,73.2098
20001862,"[50.7114101, 86.8572186]",50.7114101,86.8572186
20001863,"[54.6908913, 30.989241]",54.6908913,30.989241
20001868,"[52.788502, 52.253899]",52.788502,52.253899
20001869,"[26.0804874, -99.6096212]",26.0804874,-99.6096212
20001870,"[56.0903148, 61.5354248]",56.0903148,61.5354248
20001871,"[55.0411, 82.9344]",55.0411,82.9344
20001872,"[56.8575, 60.6125]",56.8575,60.6125
20001873,"[59.8944, 30.2642]",59.8944,30.2642
20001874,"[59.7513, 30.4766]",59.7513,30.4766
20001875,"[59.8944, 30.2642]",59.8944,30.2642
20001878,"[68.9717, 33.0819]",68.9717,33.0819
20001879,"[68.9717, 33.0819]",68.9717,33.0819
20001880,"[68.9717, 33.0819]",68.9717,33.0819
20001881,"[68.9717, 33.0819]",68.9717,33.0819
20001882,"[68.9717, 33.0819]",68.9717,33.0819
20001883,"[68.9717, 33.0819]",68.9717,33.0819
20001884,"[68.9717, 33.0819]",68.9717,33.0819
20001885,"[68.9717, 33.0819]",68.9717,33.0819
20001886,"[68.9717, 33.0819]",68.9717,33.0819
20001887,"[68.9717, 33.0819]",68.9717,33.0819
20001888,"[55.7522, 37.6156]",55.7522,37.6156
20001889,"[55.7522, 37.6156]",55.7522,37.6156
20001890,"[55.7522, 37.6156]",55.7522,37.6156
20001891,"[55.7522, 37.6156]",55.7522,37.6156
20001892,"[55.7522, 37.6156]",55.7522,37.6156
20001893,"[58.5811, 50.5389]",58.5811,50.5389
20001894,"[58.5811, 50.5389]",58.5811,50.5389
20001895,"[59.8944, 30.2642]",59.8944,30.2642
20001896,"[56.8575, 60.6125]",56.8575,60.6125
20001897,"[56.8575, 60.6125]",56.8575,60.6125
20001898,"[55.0411, 82.9344]",55.0411,82.9344
20001899,"[57.1522, 65.5272]",57.1522,65.5272
20001900,"[45.0328, 38.9769]",45.0328,38.9769
20001901,"[56.3287, 44.002]",56.3287,44.002
20001902,"[55.1544, 61.4297]",55.1544,61.4297
20001903,"[55.0, 73.4]",55.0,73.4
20001904,"[55.3333, 86.0833]",55.3333,86.0833
20001905,"[56.0097, 92.7917]",56.0097,92.7917
20001906,"[53.36, 83.76]",53.36,83.76
20001907,"[61.25, 73.4167]",61.25,73.4167
20001908,"[61.2412, 77.4858]",61.2412,77.4858
20001909,"[61.05, 76.1]",61.05,76.1
20001913,"[56.635, 60.5817]",56.635,60.5817
20001914,"[55.98, 37.4911]",55.98,37.4911
20001915,"[59.54, 30.8775]",59.54,30.8775
20001916,"[58.5811, 50.5389]",58.5811,50.5389
20001917,"[56.7658, 105.6483]",56.7658,105.6483
20001918,"[61.2412, 77.4858]",61.2412,77.4858
20001923,"[56.7860317, 105.7591958]",56.7860317,105.7591958
20001924,"[59.9321, 30.1968]",59.9321,30.1968
20001933,"[59.9321, 30.1968]",59.9321,30.1968
20001934,"[55.205, 34.2922]",55.205,34.2922
20001935,"[55.7522, 37.6156]",55.7522,37.6156
20001960,"[69.07, 33.18]",69.07,33.18
20001964,"[62.1406, 65.3936]",62.1406,65.3936
20001968,"[62.3943529, 43.8710054]",62.3943529,43.8710054
20001973,"[56.6937, 61.2826]",56.6937,61.2826
20001974,"[55.3353049, 61.3115019]",55.3353049,61.3115019
20001975,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001976,"[57.0614, 63.7453]",57.0614,63.7453
20001977,"[55.98, 37.4911]",55.98,37.4911
20001978,"[55.1956, 80.2811]",55.1956,80.2811
20001979,"[55.3178, 85.9489]",55.3178,85.9489
20001980,"[53.75, 87.1]",53.75,87.1
20001981,"[56.15, 69.45]",56.15,69.45
20001982,"[58.83, 67.3]",58.83,67.3
20001983,"[51.8222239, 39.639511888622195]",51.8222239,39.639511888622195
20001984,"[68.0544447, 39.5129384]",68.0544447,39.5129384
20001985,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001986,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001987,"[66.69915915, 66.19413911300725]",66.69915915,66.19413911300725
20001988,"[55.1544, 61.4297]",55.1544,61.4297
20001989,"[58.0453, 63.6975]",58.0453,63.6975
20001993,"[59.9321, 30.1968]",59.9321,30.1968
20001994,"[54.6197, 39.74]",54.6197,39.74
20001995,"[56.8263, 60.5388]",56.8263,60.5388
20001996,"[59.9321, 30.1968]",59.9321,30.1968
20001997,"[59.9321, 30.1968]",59.9321,30.1968
20001998,"[47.8126, 44.5233]",47.8126,44.5233
20001999,"[55.7522, 37.6156]",55.7522,37.6156
20002000,"[54.3408, 73.2098]",54.3408,73.2098
20002001,"[54.6197, 39.74]",54.6197,39.74
20002002,"[55.205, 34.2922]",55.205,34.2922
20002003,"[55.7522, 37.6156]",55.7522,37.6156
20002004,"[54.3408, 73.2098]",54.3408,73.2098
20002005,"[54.3408, 73.2098]",54.3408,73.2098
20002006,"[54.6197, 39.74]",54.6197,39.74
20002007,"[54.6197, 39.74]",54.6197,39.74
20002008,"[60.9881, 71.9931]",60.9881,71.9931
20002009,"[66.8811, 79.4907]",66.8811,79.4907
20002010,"[67.4667, 78.7]",67.4667,78.7
20002011,"[62.5206, 65.5964]",62.5206,65.5964
20002012,"[60.9944, 71.6356]",60.9944,71.6356
20002013,"[67.4667, 78.7]",67.4667,78.7
20002014,"[55.0411, 82.9344]",55.0411,82.9344
20002015,"[56.635, 60.5817]",56.635,60.5817
20002016,"[54.1833, 45.1833]",54.1833,45.1833
20002017,"[53.0283, 32.1919]",53.0283,32.1919
20002018,"[55.5514921, 69.4231517]",55.5514921,69.4231517
20002019,"[63.1667, 75.6167]",63.1667,75.6167
20002020,"[56.5, 84.9667]",56.5,84.9667
20002021,"[51.449, 57.0908]",51.449,57.0908
20002022,"[61.05, 76.1]",61.05,76.1
20002023,"[59.8944, 30.2642]",59.8944,30.2642
20002024,"[61.0042, 69.0019]",61.0042,69.0019
20002025,"[57.1, 65.76]",57.1,65.76
20002026,"[56.8207, 64.7718]",56.8207,64.7718
20002028,"[63.1667, 75.6167]",63.1667,75.6167
20002033,"[62.1445646, 65.4349289]",62.1445646,65.4349289
20002038,"[50.87001315, 39.07495156666667]",50.87001315,39.07495156666667
20002039,"[51.3686, 42.0906]",51.3686,42.0906
20002040,"[56.1667, 39.0833]",56.1667,39.0833
20002041,"[50.6254, 137.3994]",50.6254,137.3994
20002042,"[55.9558, 37.2972]",55.9558,37.2972
20002043,"[55.7522, 37.6156]",55.7522,37.6156
20002048,"[64.8433, 170.6133]",64.8433,170.6133
20002049,"[69.7008, 170.3133]",69.7008,170.3133
20002050,"[67.8167, 166.1]",67.8167,166.1
20002051,"[68.8167, 32.8333]",68.8167,32.8333
20002052,"[56.860786399999995, 60.52682850765105]",56.860786399999995,60.52682850765105
20002053,"[54.3408, 73.2098]",54.3408,73.2098
20002054,"[54.3408, 73.2098]",54.3408,73.2098
20002058,"[52.8481, 42.4104]",52.8481,42.4104
20002063,"[50.75, 86.15]",50.75,86.15
20002064,"[68.8167, 32.8333]",68.8167,32.8333
20002065,"[64.8433, 170.6133]",64.8433,170.6133
20002066,"[69.7008, 170.3133]",69.7008,170.3133
20002067,"[67.8167, 166.1]",67.8167,166.1
20002068,"[52.8882, 85.4962]",52.8882,85.4962
20002069,"[53.0043972, 83.3774517]",53.0043972,83.3774517
20002070,"[59.8085944, 30.5771454]",59.8085944,30.5771454
20002071,"[61.1, 75.7833]",61.1,75.7833
20002072,"[45.7759716, 47.64683917523395]",45.7759716,47.64683917523395
20002079,"[56.8263, 60.5388]",56.8263,60.5388
20002083,"[55.7522, 37.6156]",55.7522,37.6156
20002088,"[61.25, 73.4167]",61.25,73.4167
20002089,"[51.7847, 55.0986]",51.7847,55.0986
20002090,"[58.2789336, 47.9559118]",58.2789336,47.9559118
20002091,"[51.7847, 55.0986]",51.7847,55.0986
20002093,"[65.6238606, 119.6100226]",65.6238606,119.6100226
20002100,"[55.7522, 37.6156]",55.7522,37.6156
20002101,"[68.9717, 33.0819]",68.9717,33.0819
20002102,"[63.1667, 75.6167]",63.1667,75.6167
20002103,"[59.8944, 30.2642]",59.8944,30.2642
20002104,"[56.8575, 60.6125]",56.8575,60.6125
20002105,"[54.3408, 73.2098]",54.3408,73.2098
20002106,"[55.0411, 82.9344]",55.0411,82.9344
20002107,"[51.7847, 55.0986]",51.7847,55.0986
20002108,"[61.05, 76.1]",61.05,76.1
20002109,"[46.6819, 39.2004]",46.6819,39.2004
20002110,"[55.752, 37.615]",55.752,37.615
20002112,"[51.449, 57.0908]",51.449,57.0908
20002113,"[56.8207, 64.7718]",56.8207,64.7718
20002118,"[59.9321, 30.1968]",59.9321,30.1968
20002128,"[57.1, 65.76]",57.1,65.76
20002129,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20002131,"[55.35, 78.35]",55.35,78.35
20002132,"[54.2833, 85.9333]",54.2833,85.9333
20002134,"[59.9321, 30.1968]",59.9321,30.1968
20002135,"[55.7522, 37.6156]",55.7522,37.6156
20002136,"[54.3408, 73.2098]",54.3408,73.2098
20002137,"[68.9717, 33.0819]",68.9717,33.0819
20002138,"[59.9321, 30.1968]",59.9321,30.1968
20002139,"[46.4725, 41.5428]",46.4725,41.5428
20002143,"[44.8356623, -0.5672898]",44.8356623,-0.5672898
20002144,"[56.9, 74.3667]",56.9,74.3667
20002145,"[57.0614, 63.7453]",57.0614,63.7453
20002146,"[59.8944, 30.2642]",59.8944,30.2642
20002147,"[49.8944, 40.2575]",49.8944,40.2575
20002149,"[53.36, 83.76]",53.36,83.76
20002150,"[55.3178, 85.9489]",55.3178,85.9489
20002151,"[53.75, 87.1]",53.75,87.1
20002152,"[54.5097, 83.3403]",54.5097,83.3403
20002153,"[55.9372, 37.5153]",55.9372,37.5153
20002154,"[56.635, 60.5817]",56.635,60.5817
20002155,"[56.635, 60.5817]",56.635,60.5817
20002156,"[55.0411, 82.9344]",55.0411,82.9344
20002157,"[55.0411, 82.9344]",55.0411,82.9344
20002158,"[53.36, 83.76]",53.36,83.76
20002159,"[55.35, 78.35]",55.35,78.35
20002160,"[54.5097, 83.3403]",54.5097,83.3403
20002161,"[53.75, 87.1]",53.75,87.1
20002162,"[59.7513, 30.4766]",59.7513,30.4766
20002163,"[54.3408, 73.2098]",54.3408,73.2098
20002168,"[56.8263, 60.5388]",56.8263,60.5388
20002169,"[55.7503, 38.0042]",55.7503,38.0042
20002170,"[57.3381, 47.875]",57.3381,47.875
20002171,"[56.15, 69.45]",56.15,69.45
20002172,"[55.05, 74.5667]",55.05,74.5667
20002173,"[54.2596, 36.1436]",54.2596,36.1436
20002174,"[55.3178, 85.9489]",55.3178,85.9489
20002175,"[56.1664, 91.3906]",56.1664,91.3906
20002176,"[61.150825, 32.7949247]",61.150825,32.7949247
20002177,"[56.6047, 57.7558]",56.6047,57.7558
20002178,"[57.9194, 59.965]",57.9194,59.965
20002179,"[63.1667, 75.6167]",63.1667,75.6167
20002180,"[54.41, 71.95]",54.41,71.95
20002181,"[55.9372, 37.5153]",55.9372,37.5153
20002182,"[59.3917, 61.5617]",59.3917,61.5617
20002183,"[58.83, 67.3]",58.83,67.3
20002184,"[55.0878, 61.3378]",55.0878,61.3378
20002185,"[56.399, 92.4783]",56.399,92.4783
20002186,"[55.752, 37.615]",55.752,37.615
20002187,"[59.9321, 30.1968]",59.9321,30.1968
20002188,"[53.36, 83.76]",53.36,83.76
20002189,"[57.0614, 63.7453]",57.0614,63.7453
20002190,"[55.0411, 82.9344]",55.0411,82.9344
20002191,"[55.0411, 82.9344]",55.0411,82.9344
20002192,"[59.4569, 29.9946]",59.4569,29.9946
20002193,"[56.5, 84.9667]",56.5,84.9667
20002198,"[54.3408, 73.2098]",54.3408,73.2098
20002199,"[56.15, 69.45]",56.15,69.45
20002200,"[57.1833, 65.9667]",57.1833,65.9667
20002201,"[55.1544, 61.4297]",55.1544,61.4297
20002202,"[56.75, 61.38]",56.75,61.38
20002203,"[56.6047, 57.7558]",56.6047,57.7558
20002204,"[59.3917, 61.5617]",59.3917,61.5617
20002205,"[58.5811, 50.5389]",58.5811,50.5389
20002206,"[55.7522, 37.6156]",55.7522,37.6156
20002208,"[58.6978, 81.4825]",58.6978,81.4825
20002209,"[58.6978, 81.4825]",58.6978,81.4825
20002210,"[58.6978, 81.4825]",58.6978,81.4825
20002211,"[67.4667, 78.7]",67.4667,78.7
20002212,"[64.4803, 76.6897]",64.4803,76.6897
20002213,"[58.2, 68.2667]",58.2,68.2667
20002214,"[57.9194, 59.965]",57.9194,59.965
20002215,"[56.1819, 41.4764]",56.1819,41.4764
20002218,"[53.3267225, 50.3051858]",53.3267225,50.3051858
20002223,"[58.5811, 50.5389]",58.5811,50.5389
20002224,"[56.3287, 44.002]",56.3287,44.002
20002225,"[57.1522, 65.5272]",57.1522,65.5272
20002226,"[55.1544, 61.4297]",55.1544,61.4297
20002227,"[55.0411, 82.9344]",55.0411,82.9344
20002228,"[56.399, 92.4783]",56.399,92.4783
20002229,"[53.36, 83.76]",53.36,83.76
20002230,"[54.9, 59.74]",54.9,59.74
20002231,"[54.9, 59.74]",54.9,59.74
20002232,"[47.5490251, 1.7324062]",47.5490251,1.7324062
20002233,"[55.1544, 61.4297]",55.1544,61.4297
20002234,"[62.1406, 65.3936]",62.1406,65.3936
20002235,"[62.1406, 65.3936]",62.1406,65.3936
20002236,"[62.1406, 65.3936]",62.1406,65.3936
20002237,"[62.1406, 65.3936]",62.1406,65.3936
20002238,"[56.7658, 105.6483]",56.7658,105.6483
20002239,"[62.1406, 65.3936]",62.1406,65.3936
20002240,"[31.7780168, 35.23529625421368]",31.7780168,35.23529625421368
20002241,"[55.7522, 37.6156]",55.7522,37.6156
20002243,"[62.1406, 65.3936]",62.1406,65.3936
20002244,"[62.1406, 65.3936]",62.1406,65.3936
20002245,"[62.1406, 65.3936]",62.1406,65.3936
20002248,"[59.9321, 30.1968]",59.9321,30.1968
20002249,"[54.6197, 39.74]",54.6197,39.74
20002250,"[55.2333, 57.6]",55.2333,57.6
20002251,"[52.1167, 36.7833]",52.1167,36.7833
20002252,"[59.9222, 32.3381]",59.9222,32.3381
20002253,"[59.9321, 30.1968]",59.9321,30.1968
20002254,"[55.3333, 86.0833]",55.3333,86.0833
20002255,"[59.9321, 30.1968]",59.9321,30.1968
20002256,"[55.752, 37.615]",55.752,37.615
20002257,"[56.8263, 60.5388]",56.8263,60.5388
20002258,"[56.1167, 38.8833]",56.1167,38.8833
20002259,"[49.544, 44.2679]",49.544,44.2679
20002260,"[52.1167, 36.7833]",52.1167,36.7833
20002263,"[54.6317, 21.8108]",54.6317,21.8108
20002264,"[56.8263, 60.5388]",56.8263,60.5388
20002265,"[55.9017, 37.4375]",55.9017,37.4375
20002266,"[55.4958, 37.5461]",55.4958,37.5461
20002267,"[53.0283, 32.1919]",53.0283,32.1919
20002268,"[52.0333, 113.55]",52.0333,113.55
20002269,"[54.1833, 45.1833]",54.1833,45.1833
20002270,"[54.9, 59.74]",54.9,59.74
20002271,"[66.6247, 72.9228]",66.6247,72.9228
20002272,"[57.1086, 65.4258]",57.1086,65.4258
20002275,"[54.3408, 73.2098]",54.3408,73.2098
20002276,"[55.7522, 37.6156]",55.7522,37.6156
20002277,"[59.8944, 30.2642]",59.8944,30.2642
20002278,"[47.8126, 44.5233]",47.8126,44.5233
20002279,"[55.752, 37.615]",55.752,37.615
20002280,"[54.6197, 39.74]",54.6197,39.74
20002281,"[56.074, 43.5879]",56.074,43.5879
20002282,"[54.3408, 73.2098]",54.3408,73.2098
20002283,"[51.7119835, 54.5865583]",51.7119835,54.5865583
20002284,"[60.0, 100.0]",60.0,100.0
20002285,"[61.2412, 77.4858]",61.2412,77.4858
20002286,"[60.9339411, 76.5814274]",60.9339411,76.5814274
20002287,"[50.9535611, 46.9782222]",50.9535611,46.9782222
20002292,"[57.1522, 65.5272]",57.1522,65.5272
20002293,"[58.0, 56.25]",58.0,56.25
20002298,"[57.099061, 93.3343983]",57.099061,93.3343983
20002299,"[58.0, 56.25]",58.0,56.25
20002300,"[54.737258, 55.9032388]",54.737258,55.9032388
20002303,"[56.5, 84.9667]",56.5,84.9667
20002304,"[51.75, 55.3833]",51.75,55.3833
20002305,"[64.0333, 81.9167]",64.0333,81.9167
20002306,"[63.1667, 75.6167]",63.1667,75.6167
20002307,"[60.7253, 114.9278]",60.7253,114.9278
20002308,"[67.3833, 78.9833]",67.3833,78.9833
20002309,"[64.4803, 76.6897]",64.4803,76.6897
20002310,"[64.4803, 76.6897]",64.4803,76.6897
20002311,"[67.3833, 78.9833]",67.3833,78.9833
20002312,"[56.5081, 66.5419]",56.5081,66.5419
20002313,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20002318,"[60.42178, 43.511059]",60.42178,43.511059
20002323,"[31.2312707, 121.4700152]",31.2312707,121.4700152
20002328,"[60.42178, 43.511059]",60.42178,43.511059
20002333,"[59.7513, 30.4766]",59.7513,30.4766
20002339,"[59.8944, 30.2642]",59.8944,30.2642
20002343,"[66.6572, 66.4183]",66.6572,66.4183
20002344,"[64.8477, 77.4524]",64.8477,77.4524
20002349,"[66.941626, 129.642371]",66.941626,129.642371
20002351,"[59.8085944, 30.5771454]",59.8085944,30.5771454
20002353,"[54.3408, 73.2098]",54.3408,73.2098
20002354,"[55.752, 37.615]",55.752,37.615
20002358,"[54.3408, 73.2098]",54.3408,73.2098
20002363,"[61.0042, 69.0019]",61.0042,69.0019
20002368,"[60.7283, 77.5928]",60.7283,77.5928
20002369,"[61.2412, 77.4858]",61.2412,77.4858
20002370,"[59.5497806, 70.0022944]",59.5497806,70.0022944
20002371,"[63.1667, 75.6167]",63.1667,75.6167
20002374,"[59.9232951, 30.3500376]",59.9232951,30.3500376
20002378,"[55.1611757, 61.400622]",55.1611757,61.400622
20002379,"[66.6572, 66.4183]",66.6572,66.4183
20002383,"[54.3408, 73.2098]",54.3408,73.2098
20002388,"[53.82835925, 39.568863107844365]",53.82835925,39.568863107844365
20002389,"[35.0000663, 104.999955]",35.0000663,104.999955
20002393,"[56.8575, 60.6125]",56.8575,60.6125
20002398,"[57.1522, 65.5272]",57.1522,65.5272
20002403,"[66.0833, 76.6333]",66.0833,76.6333
20002404,"[54.6197, 39.74]",54.6197,39.74
20002408,"[60.0153, 30.6756]",60.0153,30.6756
20002409,"[59.6873, 30.3405]",59.6873,30.3405
20002410,"[59.7513, 30.4766]",59.7513,30.4766
20002411,"[55.9372, 37.5153]",55.9372,37.5153
20002412,"[57.6867223, 39.76596802788987]",57.6867223,39.76596802788987
20002413,"[59.1992292, 39.873226]",59.1992292,39.873226
20002414,"[57.8407435, 56.6873789]",57.8407435,56.6873789
20002415,"[54.1833, 45.1833]",54.1833,45.1833
20002416,"[58.0, 56.25]",58.0,56.25
20002418,"[59.9321, 30.1968]",59.9321,30.1968
20002423,"[58.2, 37.15]",58.2,37.15
20002424,"[46.0433, 38.1764]",46.0433,38.1764
20002428,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20002429,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20002430,"[65.9297, 66.124]",65.9297,66.124
20002431,"[61.2412, 77.4858]",61.2412,77.4858
20002432,"[56.8207, 64.7718]",56.8207,64.7718
20002433,"[56.7860317, 105.7591958]",56.7860317,105.7591958
20002438,"[54.3408, 73.2098]",54.3408,73.2098
20002439,"[55.7522, 37.6156]",55.7522,37.6156
20002440,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20002441,"[55.7522, 37.6156]",55.7522,37.6156
20002443,"[55.035, 55.9781]",55.035,55.9781
20002444,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20002453,"[55.1611757, 61.400622]",55.1611757,61.400622
20002454,"[65.9444, 57.4519]",65.9444,57.4519
20002458,"[60.1256, 29.8764]",60.1256,29.8764
20002459,"[60.1256, 29.8764]",60.1256,29.8764
20002460,"[53.3717, 55.9211]",53.3717,55.9211
20002461,"[51.9607577, 102.8068051]",51.9607577,102.8068051
20002464,"[63.1667, 75.6167]",63.1667,75.6167
20002465,"[54.3408, 73.2098]",54.3408,73.2098
20002466,"[61.2412, 77.4858]",61.2412,77.4858
20002467,"[62.3943529, 43.8710054]",62.3943529,43.8710054
20002468,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20002469,"[58.2789336, 47.9559118]",58.2789336,47.9559118
20002470,"[55.5839, 36.69]",55.5839,36.69
20002471,"[58.5969, 49.6583]",58.5969,49.6583
20002472,"[46.34, 48.04]",46.34,48.04
20002473,"[48.6828, 43.5375]",48.6828,43.5375
20002474,"[48.3539, 41.8261]",48.3539,41.8261
20002475,"[48.9214, 40.3944]",48.9214,40.3944
20002476,"[47.2364, 39.7139]",47.2364,39.7139
20002477,"[46.5564, 39.6386]",46.5564,39.6386
20002478,"[46.0433, 38.1764]",46.0433,38.1764
20002479,"[44.7839, 44.1658]",44.7839,44.1658
20002480,"[58.0842, 56.4483]",58.0842,56.4483
20002481,"[55.5878, 42.2439]",55.5878,42.2439
20002482,"[56.1819, 41.4764]",56.1819,41.4764
20002483,"[53.53, 59.5767]",53.53,59.5767
20002484,"[67.6426, 36.1399]",67.6426,36.1399
20002485,"[61.7849, 34.3469]",61.7849,34.3469
20002486,"[57.1054, 36.2643]",57.1054,36.2643
20002487,"[61.05, 76.1]",61.05,76.1
20002488,"[62.1406, 65.3936]",62.1406,65.3936
20002494,"[55.45, 65.3333]",55.45,65.3333
20002495,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20002498,"[61.05, 76.1]",61.05,76.1
20002499,"[56.6, 85.1167]",56.6,85.1167
20002500,"[66.0833, 76.6333]",66.0833,76.6333
20002501,"[52.3667, 54.0833]",52.3667,54.0833
20002503,"[56.399, 92.4783]",56.399,92.4783
20002504,"[69.1995184, 81.37737333466444]",69.1995184,81.37737333466444
20002505,"[61.343260349999994, 112.803010475]",61.343260349999994,112.803010475
20002508,"[59.8944, 30.2642]",59.8944,30.2642
20002509,"[63.79126425, 74.49600960164467]",63.79126425,74.49600960164467
20002510,"[51.449, 57.0908]",51.449,57.0908
20002511,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20002513,"[61.343260349999994, 112.803010475]",61.343260349999994,112.803010475
20002514,"[67.4667, 78.7]",67.4667,78.7
20002515,"[67.6426, 36.1399]",67.6426,36.1399
20002516,"[54.3882, 42.0768]",54.3882,42.0768
20002517,"[61.7849, 34.3469]",61.7849,34.3469
20002518,"[51.6582191, 39.46853781226919]",51.6582191,39.46853781226919
20002519,"[59.9321, 30.1968]",59.9321,30.1968
20002520,"[59.8944, 30.2642]",59.8944,30.2642
20002521,"[59.9321, 30.1968]",59.9321,30.1968
20002522,"[59.885, 29.8958]",59.885,29.8958
20002523,"[60.7283, 77.5928]",60.7283,77.5928
20002524,"[59.0682965, 76.7220858]",59.0682965,76.7220858
20002525,"[58.9285, 81.5715]",58.9285,81.5715
20002526,"[53.5204703, 59.95178111781888]",53.5204703,59.95178111781888
20002527,"[61.26223505, 73.44375126029084]",61.26223505,73.44375126029084
20002528,"[61.26223505, 73.44375126029084]",61.26223505,73.44375126029084
20002529,"[58.2789336, 47.9559118]",58.2789336,47.9559118
20002531,"[59.9321, 30.1968]",59.9321,30.1968
20002532,"[54.3408, 73.2098]",54.3408,73.2098
20002533,"[59.8944, 30.2642]",59.8944,30.2642
20002534,"[59.9321, 30.1968]",59.9321,30.1968
